x1,y1,x2,y2,Class,image,Probability
17,47,241,158,190_7,04600.jpg,0.9004454
96,68,733,497,21_1,04601.jpg,0.9963819
20,141,635,401,81_8,04602.jpg,0.9559722
103,69,535,441,166_8,04603.jpg,0.5954742
32,74,617,407,130_1,04604.jpg,0.99830174
24,117,618,366,129_1,04605.jpg,0.99056304
162,216,871,556,66_6,04606.jpg,0.98706067
29,66,463,307,106_0,04607.jpg,0.6379441
4,60,519,283,7_0,04608.jpg,0.6740678
117,134,789,538,161_1,04609.jpg,0.7603421
15,43,271,198,70_0,04610.jpg,0.9741173
595,348,1554,659,11_5,04611.jpg,0.9945692
49,36,227,130,105_7,04612.jpg,0.55040354
76,153,477,362,42_6,04613.jpg,0.999231
15,84,457,271,195_7,04614.jpg,0.98948866
345,152,634,400,94_0,04615.jpg,0.9473682
45,247,864,642,92_7,04616.jpg,0.82588553
163,135,1378,880,112_1,04617.jpg,0.8613278
4,42,416,345,114_3,04618.jpg,0.5603632
9,40,255,163,51_4,04619.jpg,0.93454057
30,183,503,383,81_6,04620.jpg,0.9049304
93,239,907,661,138_4,04621.jpg,0.6068651
22,74,477,275,74_7,04622.jpg,0.96102244
75,57,378,178,156_7,04623.jpg,0.8930369
23,20,275,185,71_2,04624.jpg,0.77428025
7,28,249,180,70_4,04625.jpg,0.6838543
4,49,628,329,67_2,04626.jpg,0.35625663
73,146,566,344,152_3,04627.jpg,0.9996045
263,278,939,561,173_1,04628.jpg,0.9980282
17,148,692,376,66_9,04629.jpg,0.99979657
86,178,462,315,34_6,04630.jpg,0.5505865
68,138,591,469,7_8,04631.jpg,0.99176425
10,30,367,191,181_7,04632.jpg,0.92209893
7,17,277,166,136_7,04633.jpg,0.8522429
25,55,291,187,103_6,04634.jpg,0.99858
66,106,429,292,178_4,04635.jpg,0.6976403
28,66,279,208,162_0,04636.jpg,0.9936313
18,69,582,392,184_8,04637.jpg,0.8759078
16,241,997,589,75_1,04638.jpg,0.77151763
24,90,246,188,17_3,04639.jpg,0.27911404
11,27,250,164,190_8,04640.jpg,0.80498075
11,55,495,364,186_0,04641.jpg,0.9715199
41,35,606,269,50_7,04642.jpg,0.8293294
14,26,467,351,81_8,04643.jpg,0.99366426
46,107,580,374,27_1,04644.jpg,0.88347113
167,113,548,378,168_8,04645.jpg,0.7406924
105,125,1135,688,150_4,04646.jpg,0.7214494
329,72,823,341,119_8,04647.jpg,0.79908276
31,164,608,373,114_8,04648.jpg,0.7118364
119,114,533,407,172_6,04649.jpg,0.99709344
11,59,253,138,22_1,04650.jpg,0.64372563
26,118,1009,541,5_7,04651.jpg,0.9810827
48,135,543,383,11_5,04652.jpg,0.98571837
13,8,255,169,65_0,04653.jpg,0.992896
236,36,1680,1078,147_4,04654.jpg,0.9012138
9,11,824,489,184_2,04655.jpg,0.95801395
4,23,280,220,146_6,04656.jpg,0.76529086
28,21,286,178,65_8,04657.jpg,0.80265474
173,80,1129,772,47_8,04658.jpg,0.98589605
134,102,488,255,169_8,04659.jpg,0.83444244
243,197,889,654,164_2,04660.jpg,0.8875627
72,303,846,636,191_3,04661.jpg,0.9981604
12,65,468,278,128_7,04662.jpg,0.9797477
105,447,1309,1019,170_0,04663.jpg,0.421593
5,30,314,212,100_7,04664.jpg,0.8392401
135,86,463,300,176_3,04665.jpg,0.51292145
10,37,284,157,118_4,04666.jpg,0.6689062
3,9,91,59,123_1,04667.jpg,0.9735792
6,25,257,175,53_4,04668.jpg,0.6264237
61,98,458,376,1_3,04669.jpg,0.95693827
39,72,701,461,108_7,04670.jpg,0.5513318
241,244,1408,928,14_4,04671.jpg,0.6080972
39,229,744,715,148_8,04672.jpg,0.85432875
25,120,623,367,25_8,04673.jpg,0.9845852
40,52,539,343,157_7,04674.jpg,0.8515329
35,47,464,228,163_7,04675.jpg,0.8382961
26,66,559,286,22_8,04676.jpg,0.9115264
84,184,1279,875,107_6,04677.jpg,0.9635152
29,107,800,525,70_8,04678.jpg,0.8139121
41,104,455,264,49_2,04679.jpg,0.9846309
21,41,238,135,143_0,04680.jpg,0.65834993
121,194,570,475,48_7,04681.jpg,0.924187
14,108,629,386,138_1,04682.jpg,0.9342545
154,71,831,587,140_2,04683.jpg,0.5711815
289,325,925,711,131_7,04684.jpg,0.96380734
41,32,220,159,72_2,04685.jpg,0.94884795
10,137,306,289,152_3,04686.jpg,0.999485
18,145,540,296,103_6,04687.jpg,0.75505424
150,55,488,367,76_7,04688.jpg,0.8083147
278,284,917,539,21_1,04689.jpg,0.9931746
50,66,426,272,41_0,04690.jpg,0.99913764
38,201,761,452,6_6,04691.jpg,0.9934643
4,1,223,120,109_2,04692.jpg,0.9940304
1,143,636,343,36_0,04693.jpg,0.9292975
30,43,978,754,159_4,04694.jpg,0.6357258
29,94,456,261,81_7,04695.jpg,0.9774086
101,146,565,395,20_0,04696.jpg,0.88004553
51,119,734,568,105_4,04697.jpg,0.6142287
122,110,533,381,177_0,04698.jpg,0.9942287
74,119,458,360,113_1,04699.jpg,0.9887687
19,89,730,444,94_4,04700.jpg,0.68855727
5,113,568,381,98_1,04701.jpg,0.43945467
13,29,285,188,19_1,04702.jpg,0.9411502
30,78,576,353,54_7,04703.jpg,0.9546775
100,302,1473,967,171_6,04704.jpg,0.98271126
16,136,492,360,120_8,04705.jpg,0.80538315
144,76,831,663,30_4,04706.jpg,0.78606284
14,7,478,272,68_0,04707.jpg,0.6201689
63,175,290,315,104_6,04708.jpg,0.99026513
43,98,373,241,135_6,04709.jpg,0.98835236
25,156,610,363,168_1,04710.jpg,0.7873037
45,114,557,373,75_4,04711.jpg,0.26788136
175,148,488,345,180_6,04712.jpg,0.8552989
24,114,618,366,65_8,04713.jpg,0.792269
13,123,594,354,37_2,04714.jpg,0.66621166
25,18,476,234,126_7,04715.jpg,0.9735609
116,196,376,307,124_5,04716.jpg,0.8332314
24,122,447,268,128_6,04717.jpg,0.9935382
44,35,404,223,73_7,04718.jpg,0.8747182
66,48,609,438,32_0,04719.jpg,0.88894016
21,7,519,278,126_8,04720.jpg,0.56502056
24,45,207,142,74_8,04721.jpg,0.7588441
17,99,630,427,115_1,04722.jpg,0.9924689
105,58,720,331,63_4,04723.jpg,0.9087593
27,65,567,361,9_4,04724.jpg,0.63374597
208,203,794,499,9_8,04725.jpg,0.9624555
158,233,873,529,187_4,04726.jpg,0.96930426
14,121,999,610,35_2,04727.jpg,0.6196478
17,45,244,147,88_6,04728.jpg,0.99345064
27,63,305,220,38_9,04729.jpg,0.9969555
20,6,633,451,169_8,04730.jpg,0.922385
92,123,921,619,120_0,04731.jpg,0.99004173
23,116,623,392,126_0,04732.jpg,0.61125904
1,66,584,322,20_1,04733.jpg,0.627706
21,18,635,386,169_8,04734.jpg,0.9877703
114,59,507,333,154_7,04735.jpg,0.80268663
12,106,778,467,32_7,04736.jpg,0.554565
87,78,503,337,32_2,04737.jpg,0.47447592
111,87,1509,967,63_7,04738.jpg,0.82391256
36,91,181,172,151_5,04739.jpg,0.9898893
48,49,597,403,131_6,04740.jpg,0.9212411
72,88,378,250,46_1,04741.jpg,0.9993838
17,32,578,300,35_5,04742.jpg,0.9997187
26,21,287,159,104_6,04743.jpg,0.9982399
2,1,280,96,18_7,04744.jpg,0.9749869
3,31,283,145,157_7,04745.jpg,0.7057024
48,103,2497,1572,40_0,04746.jpg,0.8904464
378,125,973,689,39_8,04747.jpg,0.9961111
38,58,404,293,125_7,04748.jpg,0.5084061
44,47,590,407,120_8,04749.jpg,0.7028391
17,54,212,157,9_7,04750.jpg,0.68396074
144,214,636,522,144_8,04751.jpg,0.98148006
97,134,602,396,100_8,04752.jpg,0.96396893
53,103,483,379,14_4,04753.jpg,0.6141112
303,145,797,478,192_8,04754.jpg,0.9614453
46,48,277,177,165_8,04755.jpg,0.97704554
30,84,246,156,128_6,04756.jpg,0.99549085
54,83,736,436,52_6,04757.jpg,0.9935121
62,260,974,587,17_8,04758.jpg,0.81940275
47,39,371,270,117_6,04759.jpg,0.8523112
18,199,1581,1090,34_4,04760.jpg,0.511595
52,44,509,358,59_0,04761.jpg,0.9747356
58,254,1582,991,182_8,04762.jpg,0.98271024
5,145,996,594,147_0,04763.jpg,0.9451809
23,38,263,145,129_4,04764.jpg,0.82968915
66,222,513,339,152_8,04765.jpg,0.99888366
249,154,981,569,167_1,04766.jpg,0.9992685
18,62,352,254,48_2,04767.jpg,0.9219151
32,105,988,658,63_8,04768.jpg,0.9485281
6,87,210,164,30_1,04769.jpg,0.8823715
70,57,526,384,100_6,04770.jpg,0.9581291
14,31,270,166,41_2,04771.jpg,0.99978656
7,17,249,187,76_2,04772.jpg,0.7948021
47,185,999,696,167_7,04773.jpg,0.99577266
18,31,620,387,54_0,04774.jpg,0.9822724
67,168,685,499,173_1,04775.jpg,0.98801523
367,418,1030,669,96_6,04776.jpg,0.99449325
90,194,1512,914,34_8,04777.jpg,0.96166337
20,72,769,515,31_4,04778.jpg,0.82978886
50,44,230,156,39_9,04779.jpg,0.62152076
77,49,508,305,192_7,04780.jpg,0.6634976
71,186,1206,781,157_7,04781.jpg,0.7888692
50,83,394,268,38_6,04782.jpg,0.96707356
176,298,718,498,41_0,04783.jpg,0.5106149
7,8,375,234,95_8,04784.jpg,0.9170413
47,97,612,377,114_0,04785.jpg,0.93063724
17,48,859,396,79_8,04786.jpg,0.95701426
210,188,1428,732,175_8,04787.jpg,0.52817786
55,84,976,679,132_7,04788.jpg,0.9858672
46,35,593,352,103_6,04789.jpg,0.99804306
126,97,882,704,119_8,04790.jpg,0.46657464
9,196,1008,504,153_2,04791.jpg,0.965363
41,51,215,152,31_7,04792.jpg,0.88290894
5,82,550,442,85_8,04793.jpg,0.9404218
63,26,436,296,47_8,04794.jpg,0.9974377
32,41,239,153,162_0,04795.jpg,0.9694895
40,14,856,486,107_6,04796.jpg,0.9679267
4,13,189,132,80_4,04797.jpg,0.87830925
7,18,192,127,115_7,04798.jpg,0.8904155
13,41,300,174,69_7,04799.jpg,0.776638
38,52,483,222,124_5,04800.jpg,0.9815285
67,364,1549,1063,189_4,04801.jpg,0.80017054
22,25,407,339,20_8,04802.jpg,0.96170276
52,88,373,248,33_6,04803.jpg,0.57379025
87,132,672,363,110_7,04804.jpg,0.93065876
34,19,772,488,150_4,04805.jpg,0.8463681
228,316,1913,1230,29_4,04806.jpg,0.3135046
17,69,682,436,140_7,04807.jpg,0.97659236
106,59,337,284,159_4,04808.jpg,0.923576
107,172,789,579,183_6,04809.jpg,0.9460612
94,190,1597,991,29_4,04810.jpg,0.7461613
626,176,1465,618,173_8,04811.jpg,0.9831185
16,59,466,241,44_0,04812.jpg,0.99852633
70,85,1186,791,144_0,04813.jpg,0.83300024
60,411,1495,992,36_8,04814.jpg,0.98684
31,81,608,391,134_7,04815.jpg,0.9583045
79,84,528,327,3_0,04816.jpg,0.7511519
71,116,561,423,50_7,04817.jpg,0.6667888
19,141,586,371,12_9,04818.jpg,0.9967506
26,116,485,308,22_1,04819.jpg,0.94305295
39,123,439,291,138_7,04820.jpg,0.96616817
7,62,418,214,62_6,04821.jpg,0.9746131
64,24,274,150,25_8,04822.jpg,0.67306066
4,37,256,185,156_7,04823.jpg,0.9235525
137,417,1822,1130,162_4,04824.jpg,0.513691
102,211,786,485,7_7,04825.jpg,0.9715385
18,79,480,304,153_9,04826.jpg,0.9992933
7,4,277,180,1_0,04827.jpg,0.9678974
15,43,287,170,110_1,04828.jpg,0.9691029
68,125,572,363,111_4,04829.jpg,0.59703994
61,167,589,464,40_0,04830.jpg,0.4589302
18,84,254,175,84_6,04831.jpg,0.9521319
32,34,248,213,28_6,04832.jpg,0.75693154
36,103,544,310,6_8,04833.jpg,0.9605908
1,39,252,172,156_2,04834.jpg,0.70648474
9,31,636,443,95_4,04835.jpg,0.3748007
32,62,272,189,162_8,04836.jpg,0.9568659
40,73,1561,964,91_6,04837.jpg,0.99307644
20,40,166,99,107_1,04838.jpg,0.96372306
172,358,1109,834,15_6,04839.jpg,0.99837214
1066,1244,4030,2247,34_5,04840.jpg,0.99960536
86,162,472,393,24_8,04841.jpg,0.7422015
18,17,256,194,116_7,04842.jpg,0.7261193
47,69,603,453,129_4,04843.jpg,0.75334835
35,147,596,372,103_6,04844.jpg,0.99671835
5,60,285,155,70_7,04845.jpg,0.63909525
28,68,442,287,155_7,04846.jpg,0.9484777
54,189,1474,921,85_3,04847.jpg,0.9958567
13,48,442,257,177_0,04849.jpg,0.96126723
26,107,635,391,133_7,04850.jpg,0.9628915
65,67,581,410,135_8,04851.jpg,0.8647495
49,152,943,621,178_5,04852.jpg,0.8791363
113,89,953,1469,170_8,04853.jpg,0.90538293
7,134,590,322,102_6,04854.jpg,0.9432627
34,57,350,226,139_6,04855.jpg,0.98498225
244,199,625,406,142_7,04856.jpg,0.9856506
43,152,568,360,11_5,04857.jpg,0.9884339
120,227,555,413,77_7,04858.jpg,0.96102035
8,33,251,164,174_8,04859.jpg,0.76944065
56,229,742,463,182_7,04860.jpg,0.7925789
53,62,997,642,182_6,04861.jpg,0.6883856
6,44,377,246,124_6,04862.jpg,0.5202596
26,80,625,449,114_7,04863.jpg,0.98890126
92,134,564,399,106_8,04864.jpg,0.72104985
76,262,944,661,28_5,04865.jpg,0.9623782
151,148,769,445,159_1,04866.jpg,0.9801956
51,56,278,159,157_7,04867.jpg,0.51752096
4,49,426,297,161_8,04868.jpg,0.97691715
85,98,569,309,168_6,04869.jpg,0.99045956
36,15,477,305,47_8,04870.jpg,0.56973886
42,45,449,321,180_8,04871.jpg,0.84127545
102,63,423,319,99_0,04872.jpg,0.9099982
120,286,1073,790,166_8,04873.jpg,0.4939968
9,1,152,103,1_9,04874.jpg,0.9949615
29,65,249,155,57_8,04875.jpg,0.94951874
21,30,468,320,196_0,04876.jpg,0.818005
39,135,588,393,134_6,04877.jpg,0.8593168
51,99,1160,754,96_6,04878.jpg,0.93603384
451,231,2545,1775,67_4,04879.jpg,0.49027488
63,122,844,410,187_6,04880.jpg,0.99890614
27,77,460,275,118_6,04881.jpg,0.9242948
1,98,420,269,104_6,04882.jpg,0.99931896
117,465,1946,1123,19_5,04883.jpg,0.9988587
31,35,236,162,8_4,04884.jpg,0.80171216
318,374,1350,945,25_6,04885.jpg,0.9889207
38,105,1565,740,44_7,04886.jpg,0.9794629
8,1,258,165,40_2,04887.jpg,0.44372404
20,33,241,163,90_0,04888.jpg,0.9844205
108,114,546,384,94_8,04889.jpg,0.7453016
40,25,567,378,95_0,04890.jpg,0.95847374
39,179,1242,829,72_0,04891.jpg,0.94447184
8,37,294,150,2_7,04892.jpg,0.89399034
12,39,265,142,16_2,04893.jpg,0.71145713
56,11,346,186,108_6,04894.jpg,0.9665083
148,173,749,479,132_7,04895.jpg,0.62977207
27,71,423,243,56_8,04896.jpg,0.9285659
6,63,806,510,184_7,04897.jpg,0.8248173
8,104,623,360,74_0,04898.jpg,0.76695585
24,51,239,167,65_7,04899.jpg,0.75026447
111,23,527,315,52_4,04900.jpg,0.8588846
145,76,581,353,144_8,04901.jpg,0.9964353
23,91,382,234,98_0,04902.jpg,0.8646249
2,46,316,213,85_8,04903.jpg,0.7972256
14,149,304,231,158_8,04904.jpg,0.80786675
130,100,953,366,185_8,04905.jpg,0.9755324
57,51,447,273,102_6,04906.jpg,0.9955199
24,22,226,169,134_0,04907.jpg,0.95038754
139,109,395,298,158_8,04908.jpg,0.5173719
184,209,1227,727,167_8,04909.jpg,0.8739007
203,227,1067,776,104_6,04910.jpg,0.9910157
99,108,479,301,110_6,04911.jpg,0.99183935
324,297,1242,788,187_8,04912.jpg,0.9930841
14,5,388,254,165_8,04913.jpg,0.887343
24,216,1021,654,97_6,04914.jpg,0.9272141
11,1,131,96,34_0,04915.jpg,0.97105366
16,24,258,172,107_6,04916.jpg,0.9524557
1,223,1172,611,107_6,04917.jpg,0.9950441
15,60,242,175,13_7,04918.jpg,0.93800956
151,112,1528,1069,89_6,04919.jpg,0.9888391
46,60,575,354,165_8,04920.jpg,0.9625066
166,170,1076,615,164_2,04921.jpg,0.99022245
276,83,654,352,147_3,04922.jpg,0.9883681
100,258,753,457,16_8,04923.jpg,0.6049504
198,278,1502,1054,43_7,04924.jpg,0.5439856
73,71,599,411,111_6,04925.jpg,0.99127066
6,53,633,363,144_6,04926.jpg,0.9926851
139,130,467,275,38_9,04927.jpg,0.9843507
15,49,601,331,113_7,04928.jpg,0.49594253
12,105,282,209,42_4,04929.jpg,0.5341724
89,40,414,249,137_0,04930.jpg,0.9923239
75,336,1487,786,16_8,04931.jpg,0.9292026
127,36,1367,896,140_7,04932.jpg,0.7353712
22,20,384,178,181_6,04933.jpg,0.9924021
1,87,799,595,169_2,04934.jpg,0.543317
49,73,272,241,157_8,04935.jpg,0.47690722
53,115,431,293,72_0,04936.jpg,0.97109836
6,6,496,223,139_6,04937.jpg,0.97339106
66,65,572,354,86_1,04938.jpg,0.9691367
31,46,294,161,105_0,04939.jpg,0.9054035
32,50,278,166,23_9,04940.jpg,0.9993538
1,37,197,144,161_8,04941.jpg,0.92033887
96,73,559,399,8_8,04942.jpg,0.9963844
3,56,253,167,72_6,04943.jpg,0.979389
29,55,362,210,19_8,04944.jpg,0.9329031
69,79,430,276,34_8,04945.jpg,0.9754047
76,170,884,681,27_8,04946.jpg,0.85480285
137,149,676,453,110_6,04947.jpg,0.9850176
113,302,668,527,96_9,04948.jpg,0.9981542
49,99,594,397,17_6,04949.jpg,0.9948205
2,158,640,419,87_7,04950.jpg,0.9874764
57,199,982,675,44_3,04951.jpg,0.85836965
110,234,339,326,152_3,04952.jpg,0.9996451
17,214,1587,742,98_0,04953.jpg,0.8381554
94,163,736,377,55_1,04954.jpg,0.9990688
48,246,1085,625,176_0,04955.jpg,0.9974268
29,135,581,380,15_0,04956.jpg,0.9978963
27,11,241,177,27_8,04957.jpg,0.9888892
616,321,1111,574,177_1,04958.jpg,0.9094965
14,73,254,172,190_4,04959.jpg,0.60053915
44,67,250,171,129_2,04960.jpg,0.8114544
84,89,686,424,154_1,04961.jpg,0.8431066
8,108,350,240,153_5,04962.jpg,0.9934284
19,13,409,268,179_0,04963.jpg,0.9566857
3,12,300,211,131_7,04964.jpg,0.991544
50,88,440,254,178_8,04965.jpg,0.9637056
17,62,187,123,31_7,04966.jpg,0.8632168
4,144,799,526,82_7,04967.jpg,0.47640684
19,104,616,385,159_6,04968.jpg,0.7978668
2,34,355,176,159_3,04969.jpg,0.9923873
45,88,799,573,196_6,04970.jpg,0.99076426
110,133,565,368,171_6,04971.jpg,0.9970042
197,105,1059,726,38_7,04972.jpg,0.8449385
56,100,449,346,37_5,04973.jpg,0.5119669
15,46,290,207,131_0,04974.jpg,0.7148941
27,93,620,350,38_8,04975.jpg,0.91264665
95,140,1344,860,193_5,04976.jpg,0.9012194
23,78,601,403,127_7,04977.jpg,0.74335414
125,165,574,469,35_6,04978.jpg,0.9719524
1,167,645,445,55_9,04979.jpg,0.99907553
61,230,577,457,127_1,04980.jpg,0.9117434
47,272,919,638,145_2,04981.jpg,0.44589618
78,264,961,563,193_5,04982.jpg,0.9861406
49,93,225,169,151_8,04983.jpg,0.97772115
11,103,617,310,129_2,04984.jpg,0.9197451
10,44,1027,557,117_6,04985.jpg,0.80253726
14,95,483,337,120_7,04986.jpg,0.96879333
76,81,660,420,131_7,04987.jpg,0.9844258
176,212,498,395,102_6,04988.jpg,0.9904389
55,149,529,343,44_0,04989.jpg,0.99865156
124,334,1390,859,160_5,04990.jpg,0.8089583
14,26,189,91,123_9,04991.jpg,0.9977088
23,73,486,336,118_6,04992.jpg,0.9719273
42,90,613,398,75_0,04993.jpg,0.81176555
27,8,417,346,105_4,04994.jpg,0.93164945
26,84,401,284,128_4,04995.jpg,0.76685774
77,139,803,549,124_5,04996.jpg,0.9665578
80,42,448,285,131_7,04997.jpg,0.9960794
8,51,799,411,30_1,04998.jpg,0.939074
55,80,978,667,111_1,04999.jpg,0.9402211
15,37,258,180,72_7,05000.jpg,0.8805428
1,27,640,438,179_0,05001.jpg,0.75396615
26,46,481,228,12_0,05002.jpg,0.99477345
8,29,276,178,90_4,05003.jpg,0.6256539
71,137,595,441,86_7,05004.jpg,0.8299972
56,60,346,222,115_7,05005.jpg,0.70367444
22,13,292,188,37_6,05006.jpg,0.37130728
39,142,617,354,20_0,05007.jpg,0.97196096
71,77,575,381,73_4,05008.jpg,0.47852886
71,16,399,321,45_4,05009.jpg,0.417828
27,84,281,184,103_6,05010.jpg,0.99854904
1,31,140,77,34_0,05011.jpg,0.99275863
42,77,617,463,195_2,05012.jpg,0.7149989
16,59,472,304,61_7,05013.jpg,0.9137538
58,364,970,682,156_8,05014.jpg,0.96270895
172,99,853,696,79_7,05015.jpg,0.8959926
256,171,580,359,46_2,05016.jpg,0.8528411
23,53,271,198,116_7,05017.jpg,0.5775014
23,67,605,392,181_7,05018.jpg,0.84527314
59,61,558,410,140_6,05019.jpg,0.9153929
6,81,613,420,71_8,05020.jpg,0.9218714
86,237,979,588,160_5,05021.jpg,0.99491525
50,243,1424,883,145_0,05022.jpg,0.99911565
201,112,513,342,10_7,05023.jpg,0.91795933
57,189,944,587,186_2,05024.jpg,0.95165205
22,55,290,221,121_7,05025.jpg,0.7281509
84,54,443,313,137_7,05026.jpg,0.78349507
60,99,614,399,190_7,05027.jpg,0.9528307
52,15,274,142,28_6,05028.jpg,0.6886559
22,214,783,520,40_0,05029.jpg,0.98835564
60,76,593,393,1_9,05030.jpg,0.9981596
46,109,492,317,165_8,05031.jpg,0.8519699
108,58,316,203,71_8,05032.jpg,0.9235897
78,106,321,238,52_4,05033.jpg,0.92475927
8,26,442,313,67_4,05034.jpg,0.61129653
129,265,1980,1114,119_8,05035.jpg,0.9857649
58,231,1145,770,164_6,05036.jpg,0.9526751
111,123,657,436,130_5,05037.jpg,0.6873344
41,52,218,170,114_4,05038.jpg,0.80190593
106,17,517,360,178_6,05039.jpg,0.99621946
381,293,863,512,25_6,05040.jpg,0.9991437
3,6,202,159,88_6,05041.jpg,0.89907926
147,119,1078,596,6_8,05042.jpg,0.9177976
21,69,288,210,190_6,05043.jpg,0.94013876
18,12,251,183,131_4,05044.jpg,0.4995402
29,74,605,431,192_9,05045.jpg,0.9986815
187,337,1438,862,90_6,05046.jpg,0.9786993
51,46,439,250,155_7,05047.jpg,0.7469292
40,70,562,350,10_4,05048.jpg,0.64958614
190,167,581,383,46_1,05049.jpg,0.99768436
40,70,1582,1030,23_0,05050.jpg,0.6470855
29,40,418,319,100_8,05051.jpg,0.75450265
83,93,686,425,3_1,05052.jpg,0.6984115
21,154,607,367,180_6,05053.jpg,0.7612241
41,78,990,711,52_4,05054.jpg,0.59328586
187,225,886,762,165_8,05055.jpg,0.99778986
37,180,978,619,97_7,05056.jpg,0.75976676
63,106,435,329,4_4,05057.jpg,0.8833343
18,55,625,389,33_6,05058.jpg,0.8636289
139,298,756,598,104_6,05059.jpg,0.9952766
153,59,861,658,132_2,05060.jpg,0.59632605
267,753,3247,1744,98_1,05061.jpg,0.8751984
22,22,310,222,106_2,05062.jpg,0.9991254
36,56,605,455,13_7,05063.jpg,0.5316297
85,79,530,401,115_6,05064.jpg,0.97484064
37,102,605,389,115_6,05065.jpg,0.8008394
25,74,221,174,42_8,05066.jpg,0.96833056
17,46,383,230,19_7,05067.jpg,0.9897182
80,231,1167,667,43_0,05068.jpg,0.9615586
128,101,347,195,38_8,05069.jpg,0.9411503
33,74,375,259,77_8,05070.jpg,0.9914888
66,70,478,293,52_4,05071.jpg,0.81324565
25,50,239,159,38_6,05072.jpg,0.7852502
52,64,217,150,103_6,05073.jpg,0.9983327
23,106,462,301,78_2,05074.jpg,0.8178807
29,33,243,153,25_6,05075.jpg,0.9554668
39,73,261,137,151_5,05076.jpg,0.67082024
25,44,559,273,7_7,05077.jpg,0.818873
24,115,582,293,103_6,05078.jpg,0.9980241
17,21,400,300,159_7,05079.jpg,0.90505266
18,144,789,463,79_4,05080.jpg,0.6226867
8,1,498,196,51_4,05081.jpg,0.87381405
36,35,401,241,66_6,05082.jpg,0.9631547
22,78,378,236,13_6,05083.jpg,0.9978606
59,60,542,346,98_0,05084.jpg,0.9820857
17,44,256,174,23_7,05085.jpg,0.99496233
14,135,567,305,15_5,05086.jpg,0.9961359
25,99,587,384,35_8,05087.jpg,0.7688394
42,78,362,299,178_4,05088.jpg,0.7443824
68,287,1228,667,179_1,05089.jpg,0.9417228
134,43,467,158,26_7,05090.jpg,0.97414047
97,141,955,585,115_8,05091.jpg,0.9813121
26,48,459,335,113_4,05092.jpg,0.53404003
13,122,393,283,139_0,05093.jpg,0.93873286
43,114,486,253,38_7,05094.jpg,0.9394743
51,193,1001,656,42_8,05095.jpg,0.98183477
2,82,381,187,153_9,05096.jpg,0.9998667
11,4,289,180,160_5,05097.jpg,0.99495536
87,80,827,700,146_2,05098.jpg,0.95019066
5,63,286,174,107_1,05099.jpg,0.9508792
14,90,611,446,120_0,05100.jpg,0.96910614
166,597,1949,1431,164_4,05101.jpg,0.5867145
13,19,318,235,85_2,05102.jpg,0.8744988
47,35,590,403,94_7,05103.jpg,0.4989369
42,188,769,477,145_2,05104.jpg,0.46604776
27,40,279,142,30_4,05105.jpg,0.5358282
9,11,246,179,125_8,05106.jpg,0.9447434
31,44,379,250,152_8,05107.jpg,0.99395084
5,15,298,139,108_6,05108.jpg,0.52549064
97,32,518,228,183_7,05109.jpg,0.7110166
126,171,1665,1182,149_6,05110.jpg,0.72057855
22,65,473,287,93_4,05111.jpg,0.73057544
25,112,588,334,66_9,05112.jpg,0.999196
16,37,243,158,106_0,05113.jpg,0.9317702
24,95,276,237,21_8,05114.jpg,0.70740736
26,64,235,185,113_8,05115.jpg,0.71288186
32,42,584,347,14_7,05116.jpg,0.97181183
51,321,1517,1122,187_1,05117.jpg,0.9991609
16,55,246,163,80_1,05118.jpg,0.89192307
52,118,743,513,196_1,05119.jpg,0.98781025
31,219,613,417,194_3,05120.jpg,0.7118428
117,196,661,383,124_5,05121.jpg,0.99634176
44,56,397,306,20_0,05122.jpg,0.9127327
108,149,1137,637,96_0,05123.jpg,0.8637781
26,147,629,386,50_6,05124.jpg,0.97792965
42,170,591,389,4_1,05125.jpg,0.9983677
188,106,581,295,152_3,05126.jpg,0.86058116
19,37,235,134,188_6,05127.jpg,0.90546674
15,58,246,139,5_7,05128.jpg,0.9703311
172,107,582,335,22_7,05129.jpg,0.97499317
35,38,222,163,86_6,05130.jpg,0.9465986
50,159,595,456,155_8,05131.jpg,0.5565386
35,92,405,309,32_7,05132.jpg,0.53263557
37,72,281,187,157_7,05133.jpg,0.68308705
19,61,472,309,139_0,05134.jpg,0.8914196
3,11,258,137,108_7,05135.jpg,0.7813845
32,116,569,370,105_0,05136.jpg,0.54816324
54,44,578,401,133_8,05137.jpg,0.8825002
21,6,341,146,15_7,05138.jpg,0.92963004
21,104,514,377,154_0,05139.jpg,0.9815871
37,102,723,407,58_7,05140.jpg,0.94360226
59,85,994,677,63_0,05141.jpg,0.869475
24,86,472,309,92_8,05142.jpg,0.96475154
3,24,572,275,10_4,05143.jpg,0.6198802
43,276,973,562,21_0,05144.jpg,0.9751576
17,68,402,241,44_7,05145.jpg,0.71463203
123,69,489,259,25_6,05146.jpg,0.99812156
53,114,577,299,171_6,05147.jpg,0.9960991
72,109,529,323,13_7,05148.jpg,0.9478716
55,22,593,399,149_4,05149.jpg,0.6005805
55,113,523,331,21_6,05150.jpg,0.9939891
47,140,611,426,120_6,05151.jpg,0.89604354
48,92,261,161,59_8,05152.jpg,0.99649376
28,94,614,389,144_8,05153.jpg,0.9904909
335,234,992,740,149_7,05154.jpg,0.9184277
22,53,1773,1013,120_4,05155.jpg,0.73189723
89,137,524,335,31_4,05156.jpg,0.7985355
